,,,,,All Type of Report (All Grades) for 01-Jan-2025 to 28-Mar-2026,,,,
Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-01-2025 to 28-03-2026,Arrival Unit,Min Price 01-01-2025 to 28-03-2026,Modal Price 01-01-2025 to 28-03-2026,Max Price 01-01-2025 to 28-03-2026,Price Unit
Cereals,Maize,17-01-2025,2400.00,29816.17,Metric Tonnes,2134.66,2284.86,2745.73,Rs./Quintal
Cereals,Paddy(Basmati),17-01-2025,-,8343.60,Metric Tonnes,2640.66,2845.03,2973.86,Rs./Quintal
Cereals,Paddy(Common),17-01-2025,2369.00,270519.20,Metric Tonnes,2276.56,2339.20,2376.35,Rs./Quintal
Cereals,Ragi(Finger Millet),17-01-2025,4886.00,129.50,Metric Tonnes,3159.28,3450.83,3631.14,Rs./Quintal
Cereals,Rice,17-01-2025,-,20501.72,Metric Tonnes,3181.71,3303.27,3460.49,Rs./Quintal
Cereals,Sajje,17-01-2025,-,3.00,Metric Tonnes,2500.00,2500.00,2500.00,Rs./Quintal
Cereals,Same/Savi,17-01-2025,-,29.20,Metric Tonnes,1542.47,1542.47,1542.47,Rs./Quintal
Cereals,Wheat,17-01-2025,2425.00,34430.37,Metric Tonnes,2794.56,2926.46,3013.98,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),18-01-2025,2775.00,3668.45,Metric Tonnes,2490.26,2567.94,2633.88,Rs./Quintal
Cereals,Barley(Jau),18-01-2025,1980.00,211.36,Metric Tonnes,2430.75,2469.74,2504.90,Rs./Quintal
Cereals,Foxtail Millet(Navane),18-01-2025,-,45.30,Metric Tonnes,2792.36,3457.08,3933.98,Rs./Quintal
Cereals,Jowar(Sorghum),18-01-2025,3699.00,885.41,Metric Tonnes,2729.99,3231.76,3587.69,Rs./Quintal
Cereals,Kodo Millet(Varagu),18-01-2025,-,239.62,Metric Tonnes,2245.04,2403.70,2453.45,Rs./Quintal
Cereals,Kutki,18-01-2025,-,98.80,Metric Tonnes,3020.33,3238.01,3249.52,Rs./Quintal
Cereals,Maize,18-01-2025,2400.00,19979.08,Metric Tonnes,2126.60,2263.81,2360.76,Rs./Quintal
Cereals,Paddy(Basmati),18-01-2025,-,6969.30,Metric Tonnes,2563.73,2762.72,2899.34,Rs./Quintal
Cereals,Paddy(Common),18-01-2025,2369.00,105897.90,Metric Tonnes,2282.29,2409.14,2471.62,Rs./Quintal
Cereals,Ragi(Finger Millet),18-01-2025,4886.00,101.40,Metric Tonnes,3129.00,3230.93,3337.68,Rs./Quintal
Cereals,Rice,18-01-2025,-,23833.49,Metric Tonnes,3237.87,3422.71,3702.12,Rs./Quintal
Cereals,Wheat,18-01-2025,2425.00,25333.39,Metric Tonnes,2822.03,2945.63,3048.51,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),19-01-2025,2775.00,778.29,Metric Tonnes,2513.64,2553.47,2594.28,Rs./Quintal
Cereals,Barley(Jau),19-01-2025,1980.00,58.00,Metric Tonnes,2521.48,2554.47,2581.67,Rs./Quintal
Cereals,Hybrid Cumbu,19-01-2025,-,0.10,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),19-01-2025,3699.00,140.20,Metric Tonnes,2747.60,2925.84,3136.67,Rs./Quintal
Cereals,Kodo Millet(Varagu),19-01-2025,-,83.83,Metric Tonnes,2139.37,2140.21,2511.13,Rs./Quintal
Cereals,Kutki,19-01-2025,-,38.88,Metric Tonnes,3298.20,3307.25,3307.25,Rs./Quintal
Cereals,Maize,19-01-2025,2400.00,6686.00,Metric Tonnes,2145.82,2270.04,2340.57,Rs./Quintal
Cereals,Paddy(Basmati),19-01-2025,-,4549.10,Metric Tonnes,2707.74,2879.97,2991.59,Rs./Quintal
Cereals,Paddy(Common),19-01-2025,2369.00,24101.74,Metric Tonnes,2305.06,2480.05,2632.12,Rs./Quintal
Cereals,Ragi(Finger Millet),19-01-2025,4886.00,9.00,Metric Tonnes,3240.00,3240.00,3240.00,Rs./Quintal
Cereals,Rice,19-01-2025,-,4870.20,Metric Tonnes,3254.48,3362.64,3456.29,Rs./Quintal
Cereals,Same/Savi,19-01-2025,-,15.00,Metric Tonnes,2100.00,2100.00,2100.00,Rs./Quintal
Cereals,Wheat,19-01-2025,2425.00,7618.75,Metric Tonnes,2791.94,2845.13,2889.17,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),20-01-2025,2775.00,3252.85,Metric Tonnes,2483.20,2555.04,2613.63,Rs./Quintal
Cereals,Barley(Jau),20-01-2025,1980.00,304.61,Metric Tonnes,2396.67,2435.56,2473.38,Rs./Quintal
Cereals,Foxtail Millet(Navane),20-01-2025,-,39.50,Metric Tonnes,1746.66,2505.57,3172.61,Rs./Quintal
Cereals,Jowar(Sorghum),20-01-2025,3699.00,831.26,Metric Tonnes,2414.64,2784.72,3176.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),20-01-2025,-,258.37,Metric Tonnes,2164.72,2457.33,2497.11,Rs./Quintal
Cereals,Kutki,20-01-2025,-,35.60,Metric Tonnes,3200.00,3200.00,3204.30,Rs./Quintal
Cereals,Maize,20-01-2025,2400.00,25938.55,Metric Tonnes,2076.88,2257.65,2365.12,Rs./Quintal
Cereals,Paddy(Basmati),20-01-2025,-,17638.10,Metric Tonnes,2718.34,2842.40,2950.24,Rs./Quintal
Cereals,Paddy(Common),20-01-2025,2369.00,304905.28,Metric Tonnes,2278.87,2359.57,2408.76,Rs./Quintal
Cereals,Ragi(Finger Millet),20-01-2025,4886.00,126.16,Metric Tonnes,3468.35,3555.41,3634.96,Rs./Quintal
Cereals,Rice,20-01-2025,-,17676.86,Metric Tonnes,3376.45,3487.68,3607.53,Rs./Quintal
Cereals,Same/Savi,20-01-2025,-,18.09,Metric Tonnes,2200.00,2200.00,2200.00,Rs./Quintal
Cereals,Wheat,20-01-2025,2425.00,32606.81,Metric Tonnes,2833.49,2948.33,3025.46,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),21-01-2025,2775.00,3587.52,Metric Tonnes,2478.47,2576.01,2645.45,Rs./Quintal
Cereals,Barley(Jau),21-01-2025,1980.00,272.29,Metric Tonnes,2335.65,2410.18,2444.48,Rs./Quintal
Cereals,Foxtail Millet(Navane),21-01-2025,-,47.90,Metric Tonnes,2081.06,2611.12,2883.85,Rs./Quintal
Cereals,Jowar(Sorghum),21-01-2025,3699.00,916.06,Metric Tonnes,2610.29,3150.54,3634.62,Rs./Quintal
Cereals,Kodo Millet(Varagu),21-01-2025,-,288.15,Metric Tonnes,2123.44,2339.37,2398.89,Rs./Quintal
Cereals,Kutki,21-01-2025,-,112.41,Metric Tonnes,3150.04,3213.07,3286.22,Rs./Quintal
Cereals,Maize,21-01-2025,2400.00,22423.41,Metric Tonnes,2086.49,2248.48,2345.14,Rs./Quintal
Cereals,Paddy(Basmati),21-01-2025,-,6881.30,Metric Tonnes,2691.07,2945.83,3091.32,Rs./Quintal
Cereals,Paddy(Common),21-01-2025,2369.00,261032.81,Metric Tonnes,2279.35,2371.11,2421.62,Rs./Quintal
Cereals,Ragi(Finger Millet),21-01-2025,4886.00,88.16,Metric Tonnes,2794.83,3341.47,3530.99,Rs./Quintal
Cereals,Rice,21-01-2025,-,17710.76,Metric Tonnes,3419.29,3539.11,3659.29,Rs./Quintal
Cereals,Wheat,21-01-2025,2425.00,29943.24,Metric Tonnes,2816.65,2999.36,3133.01,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),22-01-2025,2775.00,3276.14,Metric Tonnes,2414.38,2505.28,2571.60,Rs./Quintal
Cereals,Barley(Jau),22-01-2025,1980.00,211.24,Metric Tonnes,2393.69,2480.93,2510.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),22-01-2025,-,68.90,Metric Tonnes,2055.37,2632.11,2900.64,Rs./Quintal
Cereals,Jowar(Sorghum),22-01-2025,3699.00,800.05,Metric Tonnes,2410.41,3064.84,3478.77,Rs./Quintal
Cereals,Kodo Millet(Varagu),22-01-2025,-,248.14,Metric Tonnes,2400.95,2496.62,2508.61,Rs./Quintal
Cereals,Kutki,22-01-2025,-,21.00,Metric Tonnes,3300.00,3410.00,3410.00,Rs./Quintal
Cereals,Maize,22-01-2025,2400.00,24305.60,Metric Tonnes,2129.26,2290.92,2374.43,Rs./Quintal
Cereals,Paddy(Basmati),22-01-2025,-,9552.00,Metric Tonnes,2698.00,2861.85,2976.04,Rs./Quintal
Cereals,Paddy(Common),22-01-2025,2369.00,263882.76,Metric Tonnes,2260.15,2354.89,2404.08,Rs./Quintal
Cereals,Ragi(Finger Millet),22-01-2025,4886.00,357.87,Metric Tonnes,3183.32,3302.23,3744.35,Rs./Quintal
Cereals,Rice,22-01-2025,-,23072.96,Metric Tonnes,3196.19,3422.90,3619.53,Rs./Quintal
Cereals,Sajje,22-01-2025,-,34.00,Metric Tonnes,2150.00,2150.00,2150.00,Rs./Quintal
Cereals,Same/Savi,22-01-2025,-,61.00,Metric Tonnes,2036.07,2036.07,2036.07,Rs./Quintal
Cereals,Wheat,22-01-2025,2425.00,29211.92,Metric Tonnes,2831.91,2980.15,3104.58,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),23-01-2025,2775.00,2755.85,Metric Tonnes,2450.22,2557.09,2634.99,Rs./Quintal
Cereals,Barley(Jau),23-01-2025,1980.00,341.81,Metric Tonnes,2356.25,2445.28,2485.36,Rs./Quintal
Cereals,Foxtail Millet(Navane),23-01-2025,-,42.30,Metric Tonnes,1608.53,2765.57,3193.15,Rs./Quintal
Cereals,Jowar(Sorghum),23-01-2025,3699.00,2001.28,Metric Tonnes,3052.73,3326.76,3489.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),23-01-2025,-,107.58,Metric Tonnes,2291.13,2455.04,2503.14,Rs./Quintal
Cereals,Kutki,23-01-2025,-,49.60,Metric Tonnes,3205.00,3211.00,3225.00,Rs./Quintal
Cereals,Maize,23-01-2025,2400.00,22776.89,Metric Tonnes,2084.65,2249.84,2318.10,Rs./Quintal
Cereals,Paddy(Basmati),23-01-2025,-,9468.68,Metric Tonnes,2668.23,2886.52,3050.09,Rs./Quintal
Cereals,Paddy(Common),23-01-2025,2369.00,282842.71,Metric Tonnes,2289.22,2369.22,2410.92,Rs./Quintal
Cereals,Ragi(Finger Millet),23-01-2025,4886.00,192.69,Metric Tonnes,3098.10,3234.83,3594.20,Rs./Quintal
Cereals,Rice,23-01-2025,-,18753.59,Metric Tonnes,3371.44,3575.09,3793.34,Rs./Quintal
Cereals,Wheat,23-01-2025,2425.00,31080.78,Metric Tonnes,2832.26,2965.64,3111.16,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),24-01-2025,2775.00,3790.80,Metric Tonnes,2576.32,2762.74,2859.77,Rs./Quintal
Cereals,Barley(Jau),24-01-2025,1980.00,575.20,Metric Tonnes,2295.11,2373.65,2422.83,Rs./Quintal
Cereals,Foxtail Millet(Navane),24-01-2025,-,19.50,Metric Tonnes,1976.85,2714.23,2973.92,Rs./Quintal
Cereals,Jowar(Sorghum),24-01-2025,3699.00,2038.06,Metric Tonnes,2962.21,3294.44,3569.53,Rs./Quintal
Cereals,Kodo Millet(Varagu),24-01-2025,-,60.20,Metric Tonnes,2012.29,2345.00,2352.01,Rs./Quintal
Cereals,Maize,24-01-2025,2400.00,30389.25,Metric Tonnes,2092.44,2249.20,2344.45,Rs./Quintal
Cereals,Paddy(Basmati),24-01-2025,-,13192.30,Metric Tonnes,2610.23,2779.40,2928.02,Rs./Quintal
Cereals,Paddy(Common),24-01-2025,2369.00,352221.05,Metric Tonnes,2289.16,2357.04,2401.30,Rs./Quintal
Cereals,Ragi(Finger Millet),24-01-2025,4886.00,186.54,Metric Tonnes,3466.04,3589.06,3983.60,Rs./Quintal
Cereals,Rice,24-01-2025,-,24209.81,Metric Tonnes,3247.77,3430.36,3572.97,Rs./Quintal
Cereals,Wheat,24-01-2025,2425.00,38644.87,Metric Tonnes,2812.58,2948.95,3044.02,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),25-01-2025,2775.00,3692.13,Metric Tonnes,2438.16,2536.17,2621.99,Rs./Quintal
Cereals,Barley(Jau),25-01-2025,1980.00,294.64,Metric Tonnes,2334.09,2458.32,2491.05,Rs./Quintal
Cereals,Foxtail Millet(Navane),25-01-2025,-,12.00,Metric Tonnes,1000.00,2459.00,2929.00,Rs./Quintal
Cereals,Jowar(Sorghum),25-01-2025,3699.00,1116.48,Metric Tonnes,2478.30,3031.73,3454.49,Rs./Quintal
Cereals,Kodo Millet(Varagu),25-01-2025,-,57.08,Metric Tonnes,2397.44,2397.44,2397.44,Rs./Quintal
Cereals,Kutki,25-01-2025,-,37.01,Metric Tonnes,3214.06,3270.53,3270.53,Rs./Quintal
Cereals,Maize,25-01-2025,2400.00,9611.66,Metric Tonnes,2182.18,2273.03,2348.15,Rs./Quintal
Cereals,Paddy(Basmati),25-01-2025,-,10809.60,Metric Tonnes,2691.37,2897.68,3023.10,Rs./Quintal
Cereals,Paddy(Common),25-01-2025,2369.00,78985.57,Metric Tonnes,2287.64,2431.50,2513.18,Rs./Quintal
Cereals,Ragi(Finger Millet),25-01-2025,4886.00,242.06,Metric Tonnes,3168.99,3480.23,3618.72,Rs./Quintal
Cereals,Rice,25-01-2025,-,13382.58,Metric Tonnes,3123.54,3253.25,3405.51,Rs./Quintal
Cereals,Wheat,25-01-2025,2425.00,23709.84,Metric Tonnes,2846.74,2937.17,3022.54,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),26-01-2025,2775.00,682.32,Metric Tonnes,2409.85,2501.08,2614.19,Rs./Quintal
Cereals,Barley(Jau),26-01-2025,1980.00,71.50,Metric Tonnes,2161.40,2349.83,2351.51,Rs./Quintal
Cereals,Jowar(Sorghum),26-01-2025,3699.00,11.80,Metric Tonnes,2602.03,2796.53,2963.05,Rs./Quintal
Cereals,Kodo Millet(Varagu),26-01-2025,-,7.70,Metric Tonnes,2400.00,2400.00,2400.00,Rs./Quintal
Cereals,Maize,26-01-2025,2400.00,3287.13,Metric Tonnes,2163.19,2229.11,2333.70,Rs./Quintal
Cereals,Paddy(Basmati),26-01-2025,-,2949.90,Metric Tonnes,2678.80,2805.28,2954.65,Rs./Quintal
Cereals,Paddy(Common),26-01-2025,2369.00,8915.92,Metric Tonnes,2432.06,2752.79,2841.04,Rs./Quintal
Cereals,Ragi(Finger Millet),26-01-2025,4886.00,17.00,Metric Tonnes,3400.00,3400.00,3400.00,Rs./Quintal
Cereals,Rice,26-01-2025,-,2029.50,Metric Tonnes,3508.69,3674.45,3825.79,Rs./Quintal
Cereals,Wheat,26-01-2025,2425.00,4694.86,Metric Tonnes,2821.43,2867.74,2901.02,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),27-01-2025,2775.00,2924.37,Metric Tonnes,2354.92,2458.07,2567.54,Rs./Quintal
Cereals,Barley(Jau),27-01-2025,1980.00,454.54,Metric Tonnes,2347.97,2420.05,2451.38,Rs./Quintal
Cereals,Foxtail Millet(Navane),27-01-2025,-,53.10,Metric Tonnes,2421.42,2757.78,3234.24,Rs./Quintal
Cereals,Jowar(Sorghum),27-01-2025,3699.00,2150.79,Metric Tonnes,2904.65,3323.52,3587.14,Rs./Quintal
Cereals,Kodo Millet(Varagu),27-01-2025,-,95.68,Metric Tonnes,2424.37,2537.13,2558.93,Rs./Quintal
Cereals,Maize,27-01-2025,2400.00,31738.22,Metric Tonnes,2068.07,2275.07,2362.61,Rs./Quintal
Cereals,Paddy(Basmati),27-01-2025,-,10107.90,Metric Tonnes,2642.61,2851.34,2965.98,Rs./Quintal
Cereals,Paddy(Common),27-01-2025,2369.00,201823.51,Metric Tonnes,2272.09,2388.87,2452.69,Rs./Quintal
Cereals,Ragi(Finger Millet),27-01-2025,4886.00,348.73,Metric Tonnes,3283.24,3391.98,3540.70,Rs./Quintal
Cereals,Rice,27-01-2025,-,18171.85,Metric Tonnes,3522.14,3644.26,3778.00,Rs./Quintal
Cereals,Wheat,27-01-2025,2425.00,33645.62,Metric Tonnes,2828.29,2989.48,3110.61,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),28-01-2025,2775.00,3027.84,Metric Tonnes,2427.87,2538.94,2634.01,Rs./Quintal
Cereals,Barley(Jau),28-01-2025,1980.00,244.81,Metric Tonnes,2426.09,2471.71,2511.69,Rs./Quintal
Cereals,Foxtail Millet(Navane),28-01-2025,-,54.50,Metric Tonnes,2352.58,2734.39,3358.38,Rs./Quintal
Cereals,Hybrid Cumbu,28-01-2025,-,0.30,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),28-01-2025,3699.00,1818.21,Metric Tonnes,2994.09,3339.25,3544.41,Rs./Quintal
Cereals,Kodo Millet(Varagu),28-01-2025,-,116.38,Metric Tonnes,2191.79,2487.98,2511.37,Rs./Quintal
Cereals,Kutki,28-01-2025,-,24.10,Metric Tonnes,3300.00,3300.00,3300.00,Rs./Quintal
Cereals,Maize,28-01-2025,2400.00,21752.00,Metric Tonnes,2163.19,2270.61,2337.27,Rs./Quintal
Cereals,Paddy(Basmati),28-01-2025,-,7786.00,Metric Tonnes,2627.31,2878.77,3046.62,Rs./Quintal
Cereals,Paddy(Common),28-01-2025,2369.00,125382.26,Metric Tonnes,2255.76,2425.89,2518.84,Rs./Quintal
Cereals,Ragi(Finger Millet),28-01-2025,4886.00,206.04,Metric Tonnes,3261.73,3405.67,3678.23,Rs./Quintal
Cereals,Rice,28-01-2025,-,17748.92,Metric Tonnes,3465.54,3587.21,3716.86,Rs./Quintal
Cereals,Sajje,28-01-2025,-,14.00,Metric Tonnes,2250.00,2250.00,2250.00,Rs./Quintal
Cereals,Same/Savi,28-01-2025,-,32.00,Metric Tonnes,2000.00,2000.00,2000.00,Rs./Quintal
Cereals,Wheat,28-01-2025,2425.00,30380.32,Metric Tonnes,2807.91,2975.29,3104.46,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),29-01-2025,2775.00,2632.12,Metric Tonnes,2402.53,2492.06,2552.58,Rs./Quintal
Cereals,Barley(Jau),29-01-2025,1980.00,288.73,Metric Tonnes,2396.28,2447.54,2485.53,Rs./Quintal
Cereals,Jowar(Sorghum),29-01-2025,3699.00,1931.06,Metric Tonnes,3144.44,3312.46,3415.70,Rs./Quintal
Cereals,Kodo Millet(Varagu),29-01-2025,-,141.19,Metric Tonnes,2078.50,2499.63,2499.63,Rs./Quintal
Cereals,Kutki,29-01-2025,-,14.00,Metric Tonnes,3128.57,3128.57,3128.57,Rs./Quintal
Cereals,Maize,29-01-2025,2400.00,22123.70,Metric Tonnes,2096.15,2257.64,2325.15,Rs./Quintal
Cereals,Paddy(Basmati),29-01-2025,-,8897.70,Metric Tonnes,2605.75,2836.83,2995.09,Rs./Quintal
Cereals,Paddy(Common),29-01-2025,2369.00,88235.85,Metric Tonnes,2317.63,2506.05,2609.69,Rs./Quintal
Cereals,Ragi(Finger Millet),29-01-2025,4886.00,237.17,Metric Tonnes,3247.66,3419.93,3699.40,Rs./Quintal
Cereals,Rice,29-01-2025,-,18500.44,Metric Tonnes,3241.03,3439.85,3639.17,Rs./Quintal
Cereals,Same/Savi,29-01-2025,-,9.00,Metric Tonnes,4000.00,4000.00,4000.00,Rs./Quintal
Cereals,Wheat,29-01-2025,2425.00,30744.88,Metric Tonnes,2811.59,2930.81,3029.74,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),30-01-2025,2775.00,2784.36,Metric Tonnes,2429.81,2540.48,2635.39,Rs./Quintal
Cereals,Barley(Jau),30-01-2025,1980.00,485.35,Metric Tonnes,2304.34,2407.22,2435.31,Rs./Quintal
Cereals,Foxtail Millet(Navane),30-01-2025,-,97.70,Metric Tonnes,3732.26,4147.72,4560.28,Rs./Quintal
Cereals,Jowar(Sorghum),30-01-2025,3699.00,1959.18,Metric Tonnes,2993.74,3342.04,3579.04,Rs./Quintal
Cereals,Kodo Millet(Varagu),30-01-2025,-,117.63,Metric Tonnes,2366.89,2490.75,2605.94,Rs./Quintal
Cereals,Kutki,30-01-2025,-,43.70,Metric Tonnes,3140.16,3140.16,3154.81,Rs./Quintal
Cereals,Maize,30-01-2025,2400.00,36353.80,Metric Tonnes,2080.03,2270.27,2364.92,Rs./Quintal
Cereals,Paddy(Basmati),30-01-2025,-,8926.80,Metric Tonnes,2623.56,2850.37,3009.78,Rs./Quintal
Cereals,Paddy(Common),30-01-2025,2369.00,155524.32,Metric Tonnes,2258.41,2403.93,2512.26,Rs./Quintal
Cereals,Ragi(Finger Millet),30-01-2025,4886.00,298.09,Metric Tonnes,3155.71,3357.53,3476.74,Rs./Quintal
Cereals,Rice,30-01-2025,-,23228.84,Metric Tonnes,3127.91,3329.34,3623.72,Rs./Quintal
Cereals,Same/Savi,30-01-2025,-,41.00,Metric Tonnes,4829.27,4904.73,4953.66,Rs./Quintal
Cereals,Wheat,30-01-2025,2425.00,37337.50,Metric Tonnes,2739.99,2885.67,2982.00,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),31-01-2025,2775.00,3963.66,Metric Tonnes,2464.66,2570.19,2659.14,Rs./Quintal
Cereals,Barley(Jau),31-01-2025,1980.00,407.13,Metric Tonnes,2343.39,2433.73,2463.81,Rs./Quintal
Cereals,Foxtail Millet(Navane),31-01-2025,-,45.60,Metric Tonnes,2400.27,2762.03,3142.23,Rs./Quintal
Cereals,Jowar(Sorghum),31-01-2025,3699.00,2452.72,Metric Tonnes,2395.46,2791.13,3276.41,Rs./Quintal
Cereals,Kodo Millet(Varagu),31-01-2025,-,47.64,Metric Tonnes,2399.35,2488.91,2488.91,Rs./Quintal
Cereals,Kutki,31-01-2025,-,22.60,Metric Tonnes,3118.11,3163.38,3163.38,Rs./Quintal
Cereals,Maize,31-01-2025,2400.00,56071.28,Metric Tonnes,2257.58,2360.48,2423.38,Rs./Quintal
Cereals,Paddy(Basmati),31-01-2025,-,17441.60,Metric Tonnes,2638.41,2770.12,2883.04,Rs./Quintal
Cereals,Paddy(Common),31-01-2025,2369.00,1269658.73,Metric Tonnes,2257.88,2285.46,2301.46,Rs./Quintal
Cereals,Ragi(Finger Millet),31-01-2025,4886.00,113.86,Metric Tonnes,3065.71,3297.35,3684.86,Rs./Quintal
Cereals,Rice,31-01-2025,-,29392.24,Metric Tonnes,3320.94,3611.49,3990.75,Rs./Quintal
Cereals,Same/Savi,31-01-2025,-,81.00,Metric Tonnes,2446.91,2554.94,2755.56,Rs./Quintal
Cereals,Wheat,31-01-2025,2425.00,46622.17,Metric Tonnes,2787.75,2928.62,3074.12,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),01-02-2025,2775.00,3197.86,Metric Tonnes,2437.72,2527.09,2598.59,Rs./Quintal
Cereals,Barley(Jau),01-02-2025,1980.00,307.86,Metric Tonnes,2380.94,2439.34,2475.63,Rs./Quintal
Cereals,Foxtail Millet(Navane),01-02-2025,-,16.90,Metric Tonnes,2004.20,2528.47,2643.79,Rs./Quintal
Cereals,Jowar(Sorghum),01-02-2025,3699.00,2763.93,Metric Tonnes,3176.96,3593.41,3815.38,Rs./Quintal
Cereals,Kodo Millet(Varagu),01-02-2025,-,80.69,Metric Tonnes,2311.06,2380.46,2380.46,Rs./Quintal
Cereals,Maize,01-02-2025,2400.00,18700.67,Metric Tonnes,2180.52,2310.54,2360.00,Rs./Quintal
Cereals,Paddy(Basmati),01-02-2025,-,12109.20,Metric Tonnes,2665.98,2785.97,2867.99,Rs./Quintal
Cereals,Paddy(Common),01-02-2025,2369.00,57940.20,Metric Tonnes,2257.26,2486.89,2619.89,Rs./Quintal
Cereals,Ragi(Finger Millet),01-02-2025,4886.00,176.50,Metric Tonnes,3186.86,3286.51,3397.38,Rs./Quintal
Cereals,Rice,01-02-2025,-,20884.73,Metric Tonnes,3081.38,3516.73,3804.83,Rs./Quintal
Cereals,Wheat,01-02-2025,2425.00,27349.41,Metric Tonnes,2794.84,2996.17,3172.79,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),02-02-2025,2775.00,1384.08,Metric Tonnes,2398.55,2474.10,2524.89,Rs./Quintal
Cereals,Barley(Jau),02-02-2025,1980.00,57.90,Metric Tonnes,2521.79,2555.55,2584.99,Rs./Quintal
Cereals,Jowar(Sorghum),02-02-2025,3699.00,189.13,Metric Tonnes,2941.77,3152.73,3385.72,Rs./Quintal
Cereals,Maize,02-02-2025,2400.00,4855.10,Metric Tonnes,2196.25,2257.19,2310.23,Rs./Quintal
Cereals,Paddy(Basmati),02-02-2025,-,4864.20,Metric Tonnes,2568.04,2623.62,2681.57,Rs./Quintal
Cereals,Paddy(Common),02-02-2025,2369.00,17839.04,Metric Tonnes,2284.86,2448.28,2550.05,Rs./Quintal
Cereals,Rice,02-02-2025,-,6423.44,Metric Tonnes,3129.69,3313.89,3533.25,Rs./Quintal
Cereals,Wheat,02-02-2025,2425.00,7099.78,Metric Tonnes,2788.10,2858.28,2913.55,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),03-02-2025,2775.00,2494.25,Metric Tonnes,2535.99,2720.46,2862.12,Rs./Quintal
Cereals,Barley(Jau),03-02-2025,1980.00,379.12,Metric Tonnes,2319.38,2396.02,2437.16,Rs./Quintal
Cereals,Foxtail Millet(Navane),03-02-2025,-,18.20,Metric Tonnes,1890.38,2383.20,2681.32,Rs./Quintal
Cereals,Jowar(Sorghum),03-02-2025,3699.00,4483.23,Metric Tonnes,3125.90,3355.92,3626.99,Rs./Quintal
Cereals,Kodo Millet(Varagu),03-02-2025,-,88.87,Metric Tonnes,2316.18,2435.16,2435.16,Rs./Quintal
Cereals,Kutki,03-02-2025,-,30.36,Metric Tonnes,3120.95,3181.42,3181.42,Rs./Quintal
Cereals,Maize,03-02-2025,2400.00,23878.60,Metric Tonnes,2117.00,2263.13,2320.75,Rs./Quintal
Cereals,Paddy(Basmati),03-02-2025,-,8057.41,Metric Tonnes,2599.61,2751.63,2903.73,Rs./Quintal
Cereals,Paddy(Common),03-02-2025,2369.00,67544.04,Metric Tonnes,2215.37,2453.13,2613.08,Rs./Quintal
Cereals,Ragi(Finger Millet),03-02-2025,4886.00,345.12,Metric Tonnes,3133.59,3318.77,3416.97,Rs./Quintal
Cereals,Rice,03-02-2025,-,16542.22,Metric Tonnes,3171.86,3408.48,3693.38,Rs./Quintal
Cereals,Same/Savi,03-02-2025,-,51.00,Metric Tonnes,3683.37,3683.37,3683.37,Rs./Quintal
Cereals,Wheat,03-02-2025,2425.00,27695.28,Metric Tonnes,2822.98,3036.70,3220.23,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),04-02-2025,2775.00,2636.86,Metric Tonnes,2455.68,2565.27,2650.95,Rs./Quintal
Cereals,Barley(Jau),04-02-2025,1980.00,150.29,Metric Tonnes,2414.91,2477.78,2520.37,Rs./Quintal
Cereals,Foxtail Millet(Navane),04-02-2025,-,39.50,Metric Tonnes,2179.57,2516.92,2811.91,Rs./Quintal
Cereals,Jowar(Sorghum),04-02-2025,3699.00,1583.47,Metric Tonnes,2541.52,2938.64,3222.71,Rs./Quintal
Cereals,Kodo Millet(Varagu),04-02-2025,-,145.84,Metric Tonnes,2214.91,2501.47,2525.42,Rs./Quintal
Cereals,Maize,04-02-2025,2400.00,17848.91,Metric Tonnes,2142.13,2274.12,2333.80,Rs./Quintal
Cereals,Paddy(Basmati),04-02-2025,-,6221.41,Metric Tonnes,2620.83,2808.86,2896.66,Rs./Quintal
Cereals,Paddy(Common),04-02-2025,2369.00,76180.12,Metric Tonnes,2198.68,2411.84,2548.87,Rs./Quintal
